bin_lo,bin_hi,mean_pred,obs_freq,n
0.0,0.1,0.0028,0.0114,3417
0.1,0.2,0.1791,0.2427,309
0.2,0.3,0.2309,0.1922,510
0.3,0.4,0.3816,0.3889,54
0.4,0.5,0.4619,0.3089,123
0.5,0.6,0.5803,0.5556,63
0.6,0.7,0.6667,0.537,54
0.7,0.8,0.75,0.6111,18
0.9,1.0,1.0,0.3596,114
