bin_lo,bin_hi,mean_pred,obs_freq,n
0.0,0.1,0.0026,0.0,3960
0.1,0.2,0.1411,0.0,117
0.4,0.5,0.4668,0.0,48
0.5,0.6,0.5072,0.0,69
0.6,0.7,0.6695,0.65,60
0.7,0.8,0.7575,0.5965,57
0.8,0.9,0.8865,0.5,24
0.9,1.0,0.9586,0.5963,327
