bin_lo,bin_hi,mean_pred,obs_freq,n
0.0,0.1,0.0081,0.0049,3252
0.1,0.2,0.1594,0.0117,171
0.2,0.3,0.2455,0.2917,120
0.3,0.4,0.3713,0.3251,486
0.4,0.5,0.4465,0.0741,27
0.5,0.6,0.5589,0.2667,30
0.6,0.7,0.6772,0.5128,39
0.7,0.8,0.7576,0.4372,183
0.8,0.9,0.8484,0.3503,354
