bin_lo,bin_hi,mean_pred,obs_freq,n
0.0,0.1,0.0045,0.0038,3417
0.1,0.2,0.1432,0.3333,33
0.2,0.3,0.2857,0.5556,9
0.3,0.4,0.3731,0.3144,582
0.5,0.6,0.5559,0.0833,24
0.6,0.7,0.6644,0.4615,39
0.7,0.8,0.7412,0.5054,93
0.8,0.9,0.8684,0.3561,396
0.9,1.0,0.9066,0.3623,69
