bin_lo,bin_hi,mean_pred,obs_freq,n
0.0,0.1,0.0099,0.0,3927
0.1,0.2,0.1546,0.0,225
0.2,0.3,0.2084,0.0,78
0.3,0.4,0.3808,0.6,15
0.4,0.5,0.4575,0.6068,117
0.5,0.6,0.5856,0.6204,108
0.6,0.7,0.629,0.8667,15
0.7,0.8,0.7152,0.641,78
0.8,0.9,0.8941,0.5238,21
0.9,1.0,0.9693,0.7308,78
