bin_lo,bin_hi,mean_pred,obs_freq,n
0.0,0.1,0.0047,0.0043,4191
0.1,0.2,0.1563,0.046,87
0.2,0.3,0.2257,0.0303,66
0.3,0.4,0.3137,0.0455,66
0.4,0.5,0.4641,0.0247,81
0.6,0.7,0.6259,0.0533,75
0.7,0.8,0.7628,0.046,87
0.8,0.9,0.8275,0.1111,9
