bin_lo,bin_hi,mean_pred,obs_freq,n
0.0,0.1,0.0026,0.0,4374
0.3,0.4,0.3189,0.3229,96
0.6,0.7,0.6479,0.3542,96
0.8,0.9,0.8954,0.1167,60
0.9,1.0,0.9724,0.6111,36
