bin_lo,bin_hi,mean_pred,obs_freq,n
0.0,0.1,0.0065,0.0142,3450
0.1,0.2,0.1824,0.1616,198
0.2,0.3,0.2276,0.2328,408
0.3,0.4,0.3736,0.4583,72
0.4,0.5,0.4434,0.3889,54
0.5,0.6,0.5458,0.2844,225
0.6,0.7,0.7,0.5185,81
0.9,1.0,1.0,0.2931,174
