bin_lo,bin_hi,mean_pred,obs_freq,n
0.0,0.1,0.0,0.0303,4023
0.3,0.4,0.3974,0.35,60
0.4,0.5,0.4382,0.4583,216
0.5,0.6,0.5249,0.4074,135
0.6,0.7,0.6347,0.7045,132
0.7,0.8,0.7778,0.9333,15
0.9,1.0,1.0,0.8148,81
